0.6974163	1	0.925430294	0.301076713	0.177980167	0	0.004348009	0.087177038	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.6007378	1	1	0.317689576	0.202970596	0.086027524	0	0.081713078	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.741544477	1	1	0.31531901	0.374627767	0	0.834237537	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.440140482	1	1	0.220070241	0.220070241	0	0	0.110035121	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.680718743	0.854613501	1	0.406831477	0.166175397	0.080418173	0	0.099245696	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.527019577	0.968640584	1	0.386635111	0.335241881	0.087836596	0.175673192	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.612436867	1	1	0.258883476	0.375	0.17539053	0.082106781	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.794201674	1	0.929034532	0.381713059	0.48780944	0	0.158840335	0.238260502	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.79856847	1	0.95497455	0.294989646	0.500610405	0	0.11835547	0.093558116	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0.94222051	0.889244399	0.489949494	0.563014581	0	0.306225775	0.4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.898007718	0.957186538	1	0.317745865	0.39317611	0.358837882	0	0.353814513	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.763469237	1	1	0.307944962	0.427678041	0.174358147	0.084829915	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.816803472	0.959050571	1	0.433616225	0.608685077	0	0.267213888	0.804535602	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.869163585	0.917624658	1	0.151399916	0.565043727	0.274912911	0	0.255671661	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.906198267	0.865396282	1	0.453652282	0.387219246	0	0.176050654	0.464963225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
